hospital_id,name,type,ownership,emergency_services,rating,location_id,address,city,state,zip_code
150090,FRANCISCAN HEALTH DYER,Acute Care Hospitals,Voluntary non-profit - Church,Yes,2,1532,24 JOLIET ST,DYER,IN,46311
150091,PARKVIEW HUNTINGTON HOSPITAL,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Not Available,1533,2001 STULTS RD,HUNTINGTON,IN,46750
150097,MAJOR HOSPITAL,Acute Care Hospitals,Government - Local,Yes,4,1534,2451 INTELLIPLEX DR,SHELBYVILLE,IN,46176
150100,ASCENSION ST VINCENT EVANSVILLE,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,1535,3700 WASHINGTON AVE,EVANSVILLE,IN,47750
150101,PARKVIEW WHITLEY HOSPITAL,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,1536,1260 E SR 205,COLUMBIA CITY,IN,46725
150102,NORTHWEST HEALTH - STARKE,Acute Care Hospitals,Proprietary,Yes,Not Available,1537,102 E CULVER RD,KNOX,IN,46534
150104,WITHAM HEALTH SERVICES,Acute Care Hospitals,Government - Local,Yes,4,1538,2605 N LEBANON ST,LEBANON,IN,46052
150109,FRANCISCAN HEALTH LAFAYETTE,Acute Care Hospitals,Voluntary non-profit - Church,Yes,3,1539,1701 S CREASY LN,LAFAYETTE,IN,47905
150112,COLUMBUS REGIONAL HOSPITAL,Acute Care Hospitals,Government - Local,Yes,4,1540,2400 E 17TH ST,COLUMBUS,IN,47201
150113,COMMUNITY HOSPITAL OF ANDERSON AND MADISON COUNTY,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,1541,1515 N MADISON AVE,ANDERSON,IN,46011
150115,MEMORIAL HOSPITAL AND HEALTH CARE CENTER,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,1542,800 W 9TH ST,JASPER,IN,47546
150125,COMMUNITY HOSPITAL,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,1543,901 MACARTHUR BLVD,MUNSTER,IN,46321
150126,FRANCISCAN HEALTH CROWN POINT,Acute Care Hospitals,Voluntary non-profit - Church,Yes,2,1544,1201 S MAIN ST,CROWN POINT,IN,46307
150128,"COMMUNITY HOSPITAL SOUTH, INC.",Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,1545,1402 E COUNTY LINE RD S,INDIANAPOLIS,IN,46227
150133,KOSCIUSKO COMMUNITY HOSPITAL,Acute Care Hospitals,Proprietary,Yes,2,1546,2101 E DUBOIS DR,WARSAW,IN,46580
150146,PARKVIEW NOBLE HOSPITAL,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,1547,401 SAWYER RD,KENDALLVILLE,IN,46755
150149,WOMEN'S HOSPITAL THE,Acute Care Hospitals,Proprietary,Yes,5,1548,4199 GATEWAY BLVD,NEWBURGH,IN,47630
150150,DUPONT HOSPITAL LLC,Acute Care Hospitals,Proprietary,Yes,4,1549,2520 E DUPONT RD,FORT WAYNE,IN,46825
150153,ST VINCENT HEART CENTER,Acute Care Hospitals,Proprietary,Yes,5,1550,10580 N MERIDIAN ST,CARMEL,IN,46290
150157,ASCENSION ST VINCENT CARMEL,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,1551,13500 N MERIDIAN ST,CARMEL,IN,46032
150158,IU HEALTH WEST HOSPITAL,Acute Care Hospitals,Proprietary,Yes,4,1552,1111 N RONALD REAGAN PKWY,AVON,IN,46123
150160,ORTHOINDY HOSPITAL,Acute Care Hospitals,Physician,No,Not Available,1553,8400 NORTHWEST BLVD,INDIANAPOLIS,IN,46278
150161,INDIANA UNIVERSITY HEALTH NORTH HOSPITAL,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,1554,11700 N MERIDIAN ST,CARMEL,IN,46032
150162,FRANCISCAN HEALTH INDIANAPOLIS,Acute Care Hospitals,Voluntary non-profit - Church,Yes,2,1555,8111 S EMERSON AVE,INDIANAPOLIS,IN,46237
150165,FRANCISCAN HEALTH MUNSTER,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,1556,701 SUPERIOR AVE,MUNSTER,IN,46321
150166,PINNACLE HOSPITAL,Acute Care Hospitals,Physician,No,Not Available,1557,9301 CONNECTICUT DR,CROWN POINT,IN,46307
150167,ORTHOPAEDIC HOSPITAL AT PARKVIEW NORTH,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Not Available,1558,11130 PARKVIEW CIRCLE DR,FORT WAYNE,IN,46845
150168,THE ORTHOPAEDIC HOSPITAL OF LUTHERAN HEALTH NETWOR,Acute Care Hospitals,Proprietary,No,Not Available,1559,7952 W JEFFERSON BLVD,FT WAYNE,IN,46804
150169,COMMUNITY HOSPITAL NORTH,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,1560,7150 CLEARVISTA DR,INDIANAPOLIS,IN,46256
150172,PHYSICIANS' MEDICAL CENTER LLC,Acute Care Hospitals,Physician,No,Not Available,1561,4023 REAS LN,NEW ALBANY,IN,47150
150173,INDIANA UNIVERSITY HEALTH ARNETT HOSPITAL,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,1562,5165 MCCARTY LN,LAFAYETTE,IN,47905
150177,UNITY PHYSICIANS HOSPITAL,Acute Care Hospitals,Physician,No,Not Available,1563,4455 EDISON LAKES PKWY,MISHAWAKA,IN,46545
150179,FAIRBANKS,Acute Care Hospitals,Voluntary non-profit - Private,No,Not Available,1564,8102 CLEARVISTA PARKWAY,INDIANAPOLIS,IN,46256
150181,ASCENSION ST VINCENT FISHERS,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Not Available,1565,13861 OLIO ROAD,FISHERS,IN,46037
150183,MONROE HOSPITAL,Acute Care Hospitals,Proprietary,Yes,Not Available,1566,4011 S MONROE MEDICAL PARK BLVD,BLOOMINGTON,IN,47403
150193,FRANCISCAN HEALTH ORTHOPEDIC HOSPITAL CARMEL,Acute Care Hospitals,Voluntary non-profit - Church,No,Not Available,1567,10777 N ILLINOIS ST,CARMEL,IN,46032
150195,UCHICAGO MEDICINE NORTHWEST INDIANA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Not Available,1568,10855 VIRGINIA STREET,CROWN POINT,IN,46307
151300,COMMUNITY HOSPITAL OF BREMEN INC,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Not Available,1569,1020 HIGH RD,BREMEN,IN,46506
151301,ASCENSION ST VINCENT RANDOLPH,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Not Available,1570,473 E GREENVILLE AVE,WINCHESTER,IN,47394
151303,ASCENSION ST VINCENT JENNINGS,Critical Access Hospitals,Voluntary non-profit - Church,Yes,Not Available,1571,301 HENRY ST,NORTH VERNON,IN,47265
151304,RUSH MEMORIAL HOSPITAL,Critical Access Hospitals,Government - Local,Yes,Not Available,1572,1300 N MAIN ST,RUSHVILLE,IN,46173
151305,PULASKI MEMORIAL HOSPITAL,Critical Access Hospitals,Voluntary non-profit - Other,Yes,Not Available,1573,616 E 13TH ST,WINAMAC,IN,46996
151306,INDIANA UNIVERSITY HEALTH PAOLI HOSPITAL,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Not Available,1574,642 W HOSPITAL RD,PAOLI,IN,47454
151307,ASCENSION ST VINCENT WILLIAMSPORT,Critical Access Hospitals,Voluntary non-profit - Church,Yes,Not Available,1575,412 N MONROE ST,WILLIAMSPORT,IN,47993
151308,ASCENSION ST VINCENT MERCY,Critical Access Hospitals,Voluntary non-profit - Church,Yes,Not Available,1576,1331 S A ST,ELWOOD,IN,46036
151309,ASCENSION ST VINCENT CLAY,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Not Available,1577,1206 E NATIONAL AVE,BRAZIL,IN,47834
151310,"PARKVIEW WABASH HOSPITAL, INC",Critical Access Hospitals,Voluntary non-profit - Private,Yes,4,1578,10 JOHN KISSINGER DRIVE,WABASH,IN,46992
151311,INDIANA UNIVERSITY HEALTH TIPTON HOSPITAL INC,Critical Access Hospitals,Voluntary non-profit - Other,Yes,Not Available,1579,1000 S MAIN ST,TIPTON,IN,46072
151312,INDIANA UNIVERSITY HEALTH WHITE MEMORIAL HOSPITAL,Critical Access Hospitals,Voluntary non-profit - Private,Yes,4,1580,720 SOUTH SIXTH ST,MONTICELLO,IN,47960
151313,WOODLAWN HOSPITAL,Critical Access Hospitals,Government - Local,Yes,Not Available,1581,1400 E 9TH ST,ROCHESTER,IN,46975
151314,ASCENSION ST VINCENT SALEM,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Not Available,1582,911 N SHELBY ST,SALEM,IN,47167
151315,CAMERON MEMORIAL COMMUNITY HOSPITAL INC,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Not Available,1583,416 E MAUMEE ST,ANGOLA,IN,46703
151316,INDIANA UNIVERSITY HEALTH FRANKFORT INC,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Not Available,1584,1300 S JACKSON ST,FRANKFORT,IN,46041
151317,GREENE COUNTY GENERAL HOSPITAL,Critical Access Hospitals,Government - Local,Yes,4,1585,1185 N 1000 W,LINTON,IN,47441
151318,DUKES MEMORIAL HOSPITAL,Critical Access Hospitals,Proprietary,Yes,1,1586,275 W 12TH ST,PERU,IN,46970
151319,GIBSON GENERAL HOSPITAL,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Not Available,1587,1808 SHERMAN DR,PRINCETON,IN,47670
151320,"INDIANA UNIVERSITY HEALTH JAY, INC.",Critical Access Hospitals,Government - Local,Yes,Not Available,1588,500 W VOTAW ST,PORTLAND,IN,47371
151322,PERRY COUNTY MEMORIAL HOSPITAL,Critical Access Hospitals,Voluntary non-profit - Other,Yes,3,1589,8885 SR 237,TELL CITY,IN,47586
151323,PARKVIEW LAGRANGE HOSPITAL,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Not Available,1590,207 N TOWNLINE RD,LAGRANGE,IN,46761
151324,"FRANCISCAN HEALTH RENSSELAER, INC",Critical Access Hospitals,Voluntary non-profit - Private,Yes,Not Available,1591,1104 E GRACE ST,RENSSELAER,IN,47978
151325,ASCENSION ST VINCENT WARRICK,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Not Available,1592,1116 MILLIS AVE,BOONVILLE,IN,47601
151326,UNION HOSPITAL CLINTON,Critical Access Hospitals,Voluntary non-profit - Private,Yes,4,1593,801 S MAIN ST,CLINTON,IN,47842
151327,SULLIVAN COUNTY COMMUNITY HOSPITAL,Critical Access Hospitals,Government - Local,Yes,Not Available,1594,2200 N SECTION ST,SULLIVAN,IN,47882
151328,INDIANA UNIVERSITY HEALTH BEDFORD HOSPITAL,Critical Access Hospitals,Voluntary non-profit - Private,Yes,5,1595,2900 W 16TH ST,BEDFORD,IN,47421
151329,MARGARET MARY COMMUNITY HOSPITAL INC,Critical Access Hospitals,Voluntary non-profit - Private,Yes,2,1596,321 MITCHELL AVE,BATESVILLE,IN,47006
151330,ADAMS MEMORIAL HOSPITAL,Critical Access Hospitals,Government - Local,Yes,Not Available,1597,1100 MERCER AVE,DECATUR,IN,46733
151331,HARRISON COUNTY HOSPITAL,Critical Access Hospitals,Government - Local,Yes,4,1598,1141 HOSPITAL DR NW,CORYDON,IN,47112
151332,DECATUR COUNTY MEMORIAL HOSPITAL,Critical Access Hospitals,Government - Local,Yes,2,1599,720 N LINCOLN ST,GREENSBURG,IN,47240
151333,PUTNAM COUNTY HOSPITAL,Critical Access Hospitals,Government - Local,Yes,5,1600,1542 S BLOOMINGTON ST,GREENCASTLE,IN,46135
151334,SCOTT MEMORIAL HEALTH,Critical Access Hospitals,Proprietary,Yes,4,1601,1451 N GARDNER ST,SCOTTSBURG,IN,47170
154005,"WABASH VALLEY ALLIANCE, INC. / RIVER BEND HOSPITAL",Psychiatric,Voluntary non-profit - Private,No,Not Available,1602,2900 N RIVER RD,WEST LAFAYETTE,IN,47906
154008,NEURODIAGNOSTIC INSTITUTE,Psychiatric,Government - State,Yes,Not Available,1603,5435 E 16TH ST,INDIANAPOLIS,IN,46218
154009,HAMILTON CENTER INC,Psychiatric,Voluntary non-profit - Private,No,Not Available,1604,620 8TH AVE,TERRE HAUTE,IN,47804
154011,COMMUNITY MENTAL HEALTH CENTER INC,Psychiatric,Proprietary,Yes,Not Available,1605,285 BIELBY RD,LAWRENCEBURG,IN,47025
154014,OTIS R BOWEN CENTER FOR HUMAN SERVICES INC,Psychiatric,Voluntary non-profit - Private,No,Not Available,1606,9 PEQUIGNOT DR,PIERCETON,IN,46562
154018,RICHMOND STATE HOSPITAL,Psychiatric,Proprietary,Yes,Not Available,1607,498 NW 18TH ST,RICHMOND,IN,47374
154019,MADISON STATE HOSPITAL,Psychiatric,Government - State,Yes,Not Available,1608,711 GREEN RD,MADISON,IN,47250
154020,REGIONAL MENTAL HEALTH CENTER,Psychiatric,Voluntary non-profit - Private,Yes,Not Available,1609,8555 TAFT ST,MERRILLVILLE,IN,46410
154021,"GRANT-BLACKFORD MENTAL HEALTH, INC",Psychiatric,Voluntary non-profit - Private,No,Not Available,1610,505 WABASH AVE,MARION,IN,46952
154024,VALLE VISTA HEALTH SYSTEM,Psychiatric,Proprietary,No,Not Available,1611,898 E MAIN ST,GREENWOOD,IN,46143
154031,OAKLAWN PSYCHIATRIC CENTER INC,Psychiatric,Voluntary non-profit - Private,No,Not Available,1612,330 LAKEVIEW DR,GOSHEN,IN,46527
154035,FOUR COUNTY COUNSELING CENTER,Psychiatric,Voluntary non-profit - Private,No,Not Available,1613,1015 MICHIGAN AVE,LOGANSPORT,IN,46947
154041,BLOOMINGTON MEADOWS HOSPITAL,Psychiatric,Proprietary,No,Not Available,1614,3600 N PROW RD,BLOOMINGTON,IN,47404
154047,MICHIANA BEHAVIORAL HEALTH CENTER,Psychiatric,Voluntary non-profit - Other,Yes,Not Available,1615,1800 N OAK RD,PLYMOUTH,IN,46563
154050,NORTHEASTERN CENTER,Psychiatric,Voluntary non-profit - Private,No,Not Available,1616,1850 WESLEY RD,AUBURN,IN,46706
154051,WELLSTONE REGIONAL HOSPITAL,Psychiatric,Proprietary,Yes,Not Available,1617,2700 VISSING PARK RD,JEFFERSONVILLE,IN,47130
154052,PORTER-STARKE SERVICES INC,Psychiatric,Voluntary non-profit - Private,No,Not Available,1618,701 WALL ST,VALPARAISO,IN,46383
154054,HARSHA BEHAVIORAL CENTER INC,Psychiatric,Voluntary non-profit - Other,No,Not Available,1619,1980 E WOODSMALL DR,TERRE HAUTE,IN,47802
154055,BRENTWOOD MEADOWS LLC,Psychiatric,Voluntary non-profit - Private,No,Not Available,1620,4488 ROSLIN RD,NEWBURGH,IN,47630
154056,EVANSVILLE STATE HOSPITAL,Psychiatric,Government - State,No,Not Available,1621,3400 LINCOLN AVENUE,EVANSVILLE,IN,47714
154057,OPTIONS BEHAVIORAL HEALTH SYSTEM,Psychiatric,Proprietary,No,Not Available,1622,5602 CAITO DRIVE,INDIANAPOLIS,IN,46226
154058,DOCTORS NEUROPSYCHIATRIC HOSPITAL,Psychiatric,Proprietary,No,Not Available,1623,417 S WHITLOCK ST,BREMEN,IN,46506
154059,SYCAMORE SPRINGS,Psychiatric,Proprietary,No,Not Available,1624,833 PARK EAST BLVD,LAFAYETTE,IN,47905
154060,"PARK CENTER, INC",Psychiatric,Voluntary non-profit - Private,No,Not Available,1625,1909 CAREW STREET,FORT WAYNE,IN,46805
154061,MEDICAL BEHAVIORAL HOSPITAL - MISHAWAKA,Psychiatric,Proprietary,No,Not Available,1626,1625 EAST JEFFERSON BLVD,MISHAWAKA,IN,46545
154063,"NEUROPSYCHIATRIC HOSPITAL OF INDIANAPOLIS, LLC",Psychiatric,Proprietary,No,Not Available,1627,"6720 PARKDALE PLACE, SUITE 100",INDIANAPOLIS,IN,46254
154064,ASSURANCE HEALTH PSYCHIATRIC HOSPITAL,Psychiatric,Proprietary,No,Not Available,1628,900 NORTH HIGH SCHOOL ROAD,INDIANAPOLIS,IN,46214
154065,NEURO BEHAVIORAL HOSPITAL,Psychiatric,Proprietary,No,Not Available,1629,9330 BROADWAY,CROWN POINT,IN,46307
154066,BRIGHTWELL BEHAVIORAL HEALTH,Psychiatric,Proprietary,No,Not Available,1630,1612 BLACKISTON VIEW DRIVE,CLARKSVILLE,IN,47129
154067,HENDRICKS BEHAVIORAL HOSPITAL,Psychiatric,Proprietary,No,Not Available,1631,1051 SOUTHFIELD DRIVE,PLAINFIELD,IN,46168
154070,MAPLE HEIGHTS BEHAVIORAL HEALTH,Psychiatric,Proprietary,Yes,Not Available,1632,3955 WEST WASHINGTON CENTER ROAD,FORT WAYNE,IN,46818
154071,ETHAN CROSSING ADDICTION CAMPUS OF INDIANAPOLIS,Psychiatric,Proprietary,No,Not Available,1633,4102 SHORE DRIVE,INDIANAPOLIS,IN,46254
160001,UNITYPOINT HEALTH - MARSHALLTOWN,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Not Available,1634,55 UNITYPOINT WAY,MARSHALLTOWN,IA,50158
160013,TRINITY MUSCATINE,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Not Available,1635,1518 MULBERRY AVENUE,MUSCATINE,IA,52761
160016,TRINITY REGIONAL MEDICAL CENTER,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,1636,802 KENYON RD,FORT DODGE,IA,50501
160028,CHI HEALTH MERCY COUNCIL BLUFFS,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,1637,800 MERCY DRIVE,COUNCIL BLUFFS,IA,51503
160029,UNIVERSITY OF IOWA HEALTH CARE MEDICAL CENTER DOWN,Acute Care Hospitals,Voluntary non-profit - Church,Yes,3,1638,500 E MARKET STREET,IOWA CITY,IA,52245
160030,MARY GREELEY MEDICAL CENTER,Acute Care Hospitals,Government - Local,Yes,4,1639,1111 DUFF AVENUE,AMES,IA,50010
160032,MERCYONE NEWTON MEDICAL CENTER,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Not Available,1640,204 N 4TH AVE E,NEWTON,IA,50208
160033,GENESIS MEDICAL CENTER-DAVENPORT,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,1641,1227 EAST RUSHOLME STREET,DAVENPORT,IA,52803
16003F,VA CENTRAL IOWA HEALTHCARE SYSTEM,Acute Care - Veterans Administration,Veterans Health Administration,Yes,5,1642,3600 30TH STREET,DES MOINES,IA,50310
160040,"SARTORI MEMORIAL HOSPITAL, INC",Acute Care Hospitals,Voluntary non-profit - Church,Yes,Not Available,1643,515 COLLEGE STREET,CEDAR FALLS,IA,50613
160045,ST LUKES HOSPITAL,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,1644,1026 A AVE NE,CEDAR RAPIDS,IA,52402
160047,METHODIST JENNIE EDMUNDSON,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,1645,933 EAST PIERCE STREET,COUNCIL BLUFFS,IA,51503
16004F,IOWA CITY VA MEDICAL CENTER,Acute Care - Veterans Administration,Veterans Health Administration,Yes,5,1646,601 HIGHWAY 6 WEST,IOWA CITY,IA,52246
160057,SOUTHEAST IOWA REGIONAL MEDICAL CENTER,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,1647,1221 SOUTH GEAR AVENUE,WEST BURLINGTON,IA,52655
160058,UNIVERSITY OF IOWA HOSPITAL & CLINICS,Acute Care Hospitals,Government - State,Yes,3,1648,200 HAWKINS DRIVE,IOWA CITY,IA,52242
160064,MERCYONE NORTH IOWA MEDICAL CENTER,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,1649,1000 FOURTH STREET SW,MASON CITY,IA,50401
160067,MERCYONE WATERLOO MEDICAL CENTER,Acute Care Hospitals,Voluntary non-profit - Church,Yes,4,1650,3421 WEST NINTH STREET,WATERLOO,IA,50702
160069,MERCYONE DUBUQUE MEDICAL CENTER,Acute Care Hospitals,Voluntary non-profit - Church,Yes,5,1651,250 MERCY DRIVE,DUBUQUE,IA,52001
160079,MERCY MEDICAL CENTER - CEDAR RAPIDS,Acute Care Hospitals,Voluntary non-profit - Church,Yes,4,1652,701 10TH STREET SE,CEDAR RAPIDS,IA,52403
160080,MERCYONE CLINTON MEDICAL CENTER,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,1653,1410 NORTH 4TH STREET,CLINTON,IA,52732
160082,UNITYPOINT HEALTH - DES MOINES IOWA METHODIST MEDI,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,1654,1200 PLEASANT STREET,DES MOINES,IA,50309
160083,MERCYONE DES MOINES MEDICAL CENTER,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,1655,1111 6TH AVE,DES MOINES,IA,50314
160089,OTTUMWA REGIONAL HEALTH CENTER,Acute Care Hospitals,Proprietary,Yes,2,1656,1001 E PENNSYLVANIA,OTTUMWA,IA,52501
160101,BROADLAWNS MEDICAL CENTER,Acute Care Hospitals,Government - Local,Yes,2,1657,1801 HICKMAN ROAD,DES MOINES,IA,50314
160104,TRINITY - BETTENDORF,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,1658,4500 UTICA RIDGE ROAD,BETTENDORF,IA,52722
160110,ALLEN HOSPITAL,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,1659,1825 LOGAN AVENUE,WATERLOO,IA,50703
160112,SPENCER MUNICIPAL HOSPITAL,Acute Care Hospitals,Government - Local,Yes,5,1660,1200 1ST AVENUE EAST,SPENCER,IA,51301
160117,FINLEY HOSPITAL,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,1661,350 NORTH GRANDVIEW AVENUE,DUBUQUE,IA,52001
160124,LAKES REGIONAL HEALTHCARE,Acute Care Hospitals,Government - Local,Yes,3,1662,2301 HIGHWAY 71,SPIRIT LAKE,IA,51360
160146,ST LUKES REGIONAL MEDICAL CENTER,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,1663,2720 STONE PARK BOULEVARD,SIOUX CITY,IA,51104
160147,GRINNELL REGIONAL MEDICAL CENTER,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,1664,210 FOURTH AVENUE,GRINNELL,IA,50112
160153,MERCYONE SIOUXLAND MEDICAL CENTER,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,1665,801 5TH ST,SIOUX CITY,IA,51101
161300,MERCYONE PRIMGHAR MEDICAL CENTER,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Not Available,1666,255 N WELCH AVENUE,PRIMGHAR,IA,51245
161301,IOWA SPECIALTY HOSPITAL - BELMOND,Critical Access Hospitals,Government - Local,Yes,Not Available,1667,403 FIRST STREET SE,BELMOND,IA,50421
161302,IOWA SPECIALTY HOSPITAL - CLARION,Critical Access Hospitals,Government - Local,Yes,Not Available,1668,1316 SOUTH MAIN STREET,CLARION,IA,50525
161303,GRUNDY COUNTY MEMORIAL HOSPITAL,Critical Access Hospitals,Voluntary non-profit - Other,Yes,Not Available,1669,201 EAST J AVENUE,GRUNDY CENTER,IA,50638
161304,CHI HEALTH - MERCY CORNING,Critical Access Hospitals,Voluntary non-profit - Church,Yes,Not Available,1670,603 ROSARY DRIVE,CORNING,IA,50841
161305,POCAHONTAS COMMUNITY HOSPITAL,Critical Access Hospitals,Government - Local,Yes,Not Available,1671,606 N W 7TH STREET,POCAHONTAS,IA,50574
161306,JONES REGIONAL MEDICAL CENTER,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Not Available,1672,1795 HIGHWAY 64 EAST,ANAMOSA,IA,52205
161307,HANCOCK COUNTY HEALTH SYSTEM,Critical Access Hospitals,Government - Local,Yes,Not Available,1673,532 1ST ST NW,BRITT,IA,50423
161308,FRANKLIN GENERAL HOSPITAL,Critical Access Hospitals,Government - Local,Yes,Not Available,1674,1720 CENTRAL AVENUE EAST,HAMPTON,IA,50441
161309,CHI HEALTH MISSOURI VALLEY,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Not Available,1675,631 N 8TH ST,MISSOURI VALLEY,IA,51555
161310,ADAIR COUNTY MEMORIAL HOSPITAL,Critical Access Hospitals,Government - Local,Yes,Not Available,1676,609 SE KENT,GREENFIELD,IA,50849
161311,HAWARDEN REGIONAL HEALTHCARE,Critical Access Hospitals,Government - Local,Yes,Not Available,1677,1111 11TH STREET,HAWARDEN,IA,51023
161312,GUTTENBERG MUNICIPAL HOSPITAL,Critical Access Hospitals,Government - Local,Yes,Not Available,1678,200 MAIN STREET,GUTTENBERG,IA,52052
161313,GENESIS MEDICAL CENTER-DEWITT,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Not Available,1679,1118 11TH STREET,DEWITT,IA,52742
161314,GUTHRIE COUNTY HOSPITAL,Critical Access Hospitals,Voluntary non-profit - Other,Yes,Not Available,1680,710 NORTH 12TH STREET,GUTHRIE CENTER,IA,50115
161315,KEOKUK COUNTY HEALTH CENTER,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Not Available,1681,23019 HIGHWAY 149,SIGOURNEY,IA,52591
161316,GUNDERSEN PALMER LUTHERAN HOSPITAL AND CLINICS,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Not Available,1682,112 JEFFERSON STREET,WEST UNION,IA,52175
161317,COMPASS MEMORIAL HEALTHCARE,Critical Access Hospitals,Government - Local,Yes,Not Available,1683,300 W MAY ST,MARENGO,IA,52301
161318,VETERANS MEMORIAL HOSPITAL,Critical Access Hospitals,Government - Local,Yes,Not Available,1684,40 1ST STREET SE,WAUKON,IA,52172
161319,MERCYONE ELKADER MEDICAL CENTER,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Not Available,1685,901 DAVIDSON STREET NW,ELKADER,IA,52043
161320,COMMUNITY MEMORIAL HOSPITAL MEDICAL CENTER,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Not Available,1686,909 WEST FIRST STREET,SUMNER,IA,50674
161321,AVERA MERRILL PIONEER HOSPITAL,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Not Available,1687,1100 S 10TH AVE,ROCK RAPIDS,IA,51246
161322,DALLAS COUNTY HOSPITAL,Critical Access Hospitals,Government - Local,Yes,Not Available,1688,610 TENTH STREET,PERRY,IA,50220
161323,MITCHELL COUNTY REGIONAL HEALTH,Critical Access Hospitals,Government - Local,Yes,Not Available,1689,616 NORTH EIGHTH STREET,OSAGE,IA,50461
161324,GEORGE C GRAPE COMMUNITY HOSPITAL,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Not Available,1690,2959 US HIGHWAY 275,HAMBURG,IA,51640
161325,GREENE COUNTY MEDICAL CENTER,Critical Access Hospitals,Government - Local,Yes,Not Available,1691,1000 WEST LINCOLN WAY,JEFFERSON,IA,50129
161326,MADISON COUNTY HEALTH CARE SYSTEM,Critical Access Hospitals,Government - Local,Yes,Not Available,1692,300 WEST HUTCHINGS STREET,WINTERSET,IA,50273
161327,DAVIS COUNTY HOSPITAL,Critical Access Hospitals,Government - Local,Yes,Not Available,1693,509 NORTH MADISON STREET,BLOOMFIELD,IA,52537
161328,REGIONAL HEALTH SERVICES OF HOWARD COUNTY,Critical Access Hospitals,Government - Local,Yes,Not Available,1694,235 8TH AVENUE WEST,CRESCO,IA,52136
161329,JACKSON COUNTY REGIONAL HEALTH CENTER,Critical Access Hospitals,Government - Local,Yes,Not Available,1695,700 W GROVE ST,MAQUOKETA,IA,52060
161330,AUDUBON COUNTY MEMORIAL HOSPITAL,Critical Access Hospitals,Government - Local,Yes,Not Available,1696,515 PACIFIC AVENUE,AUDUBON,IA,50025
161331,MERCY MEDICAL CENTER-NEW HAMPTON,Critical Access Hospitals,Voluntary non-profit - Church,Yes,Not Available,1697,308 NORTH MAPLE AVENUE,NEW HAMPTON,IA,50659
161332,MANNING REGIONAL HEALTHCARE CENTER,Critical Access Hospitals,Voluntary non-profit - Private,No,Not Available,1698,1550 SIXTH STREET,MANNING,IA,51455
